COFs_name,LCD(脜),PLD(脜),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,N-to-O,S%,Halogen%,Metalloid%,TDU,DUC,TE,AWE,N_CH4(mol/kg),D_CH4(10^-8 m2/s),P_CH4(10^4Barrer),,,
19240N3.cif,5.86904,5.47654,0.865448,557.75,0.624971,0.373096,1,0.584158416,0.376237624,0.03960396,0,0,0,0,0,157,0.665254237,0.03960396,0.12039604,0.553684373,1.711168693,0.913758046,,,
21313N3.cif,40.84634,40.78327,0.327254,2407.86,2.59218,0.863105,1,0.607142857,0.357142857,0.035714286,0,0,0,0,0,142,0.696078431,0.035714286,0.108571429,1.478019253,10.33491131,12.8869455,,,
20118N3.cif,12.28917,9.84553,0.238813,8288.52,3.65081,0.893995,1,0.503875969,0.434108527,0.031007752,0.031007752,1,0,0,0,73,0.561538462,0.062015504,0.200930233,2.037575581,10.13315103,13.1663637,,,
21315N3.cif,31.18528,31.09708,0.389144,2339.93,2.04649,0.772689,1,0.597014925,0.343283582,0.059701493,0,0,0,0,0,111,0.69375,0.059701493,0.181492537,1.087956029,10.45677548,10.21736117,,,
20115N3.cif,10.65907,9.7459,0.336368,8201.79,2.45083,0.862405,1,0.521367521,0.41025641,0.034188034,0.034188034,1,0,0,0,145,0.594262295,0.068376068,0.221538462,1.693504528,11.79721115,17.31036416,,,
21111N3.cif,9.58888,7.32571,0.598089,2816.97,1.13314,0.65034,1,0.516778523,0.463087248,0.020134228,0,0,0,0,0,168,0.545454545,0.020134228,0.061208054,1.010618845,1.74398213,2.047624206,,,
18132N3.cif,8.97859,8.87995,0.735312,1892.53,0.854331,0.627722,1,0.561643836,0.383561644,0.054794521,0,0,0,0,0,105,0.640243902,0.054794521,0.166575342,0.926224444,4.299221333,5.489838851,,,
14051N3.cif,13.27592,7.58301,0.470513,4338.33,1.65883,0.836274,1,0.44,0.4,0.08,0.08,1,0,0,0,34,0.515151515,0.16,0.5184,1.462693461,9.141021368,15.71385772,,,
17160N3.cif,21.8567,18.71003,0.165781,6688.85,5.5543,0.938093,1,0.579365079,0.349206349,0.063492063,0,0,0,0,0,99,0.678082192,0.063492063,0.193015873,2.727590127,28.74798407,36.42350257,,,
19251N3.cif,6.87672,6.39394,0.787731,1577.8,0.812435,0.541113,1,0.523364486,0.373831776,0.037383178,0.037383178,1,0,0,0.009345794,281,0.627232143,0.074766355,0.242242991,0.566195798,2.146172814,1.547076491,,,
17240N3.cif,25.60327,25.41101,0.428917,2366.02,1.77727,0.709462,1,0.56,0.4,0.04,0,0,0,0,0,106,0.630952381,0.04,0.1216,0.881715975,8.779020468,7.0354474,,,
18010N3.cif,5.77387,5.02763,0.831566,1101.03,0.68567,0.461678,1,0.526315789,0.403508772,0.035087719,0.035087719,1,0,0,0,73,0.608333333,0.070175439,0.227368421,0.540734713,0.692228544,0.429224208,,,
18020N3.cif,17.5734,14.36485,0.156205,8393.65,5.87985,0.931754,1,0.531914894,0.425531915,0.042553191,0,0,0,0,0,59,0.59,0.042553191,0.129361702,2.867794958,29.44566303,36.7096448,,,
20520N3.cif,12.89769,12.60206,0.680943,1878.3,0.898842,0.517656,1,0.6,0.36,0.04,0,0,0,0,0,124,0.688888889,0.04,0.1216,0.54631847,9.117739775,5.244446252,,,
19403N3.cif,7.67734,4.72002,0.61576,2217.1,1.10514,0.580411,1,0.547169811,0.377358491,0.075471698,0,0,0,0,0,37,0.637931034,0.075471698,0.229433962,0.778274108,1.353468814,1.124456074,,,
19003N3.cif,11.12571,8.93489,0.288804,6966.62,2.96852,0.893675,1,0.572815534,0.349514563,0.038834951,0,0,0.038834951,0,0,81,0.686440678,0.038834951,0.118058252,1.809153581,13.99243248,19.51488606,,,
16112N3.cif,25.15287,15.93631,0.188209,6559.23,4.81199,0.925076,1,0.463414634,0.341463415,0.048780488,0.048780488,1,0,0.048780488,0.048780488,64,0.561403509,0.146341463,0.510243902,2.433879004,28.10292502,35.56991772,,,
08000N3.cif,9.86844,5.40897,0.522061,4229.44,1.387,0.745136,1,0.394833948,0.442804428,0,0.088560886,0,0,0,0.073800738,189,0.441588785,0.088560886,0.304649446,1.215922373,5.661729385,7.998827018,,,
20443N3.cif,10.12872,9.50351,0.754281,1453.61,0.844804,0.547421,1,0.362068966,0.448275862,0.086206897,0.086206897,1,0,0.017241379,0,38.5,0.305555556,0.189655172,0.613103448,0.470847288,5.334232797,3.09757058,,,
21291N3.cif,23.32506,21.96829,0.378666,3315.09,2.19005,0.870396,1,0.561290323,0.348387097,0.051612903,0,0,0.038709677,0,0,233,0.66954023,0.051612903,0.156903226,1.553414754,6.554427983,10.0232825,,,
16332N3.cif,17.51716,13.42157,0.275377,5151,3.19242,0.904039,1,0.517241379,0.275862069,0.068965517,0.137931034,0.5,0,0,0,85,0.708333333,0.206896552,0.684137931,1.847273838,20.79482514,28.56379672,,,
20501N3.cif,8.53839,5.1108,0.796833,1890.77,0.792462,0.613053,1,0.529411765,0.294117647,0.058823529,0.117647059,0.5,0,0,0,151,0.699074074,0.176470588,0.583529412,0.8523679,3.878850632,4.82403029,,,
20112N3.cif,10.43778,9.58065,0.327035,8131.63,2.54535,0.87038,1,0.542857143,0.380952381,0.038095238,0.038095238,1,0,0,0,145,0.635964912,0.076190476,0.246857143,1.712400894,17.77907491,25.88405379,,,
18041N3.cif,4.77581,4.31835,1.11611,249.663,0.401897,0.211205,1,0.489361702,0.368794326,0.028368794,0.113475177,0.25,0,0,0,169,0.612318841,0.141843972,0.476595745,0.205586628,1.252038802,0.181233466,,,
13040N3.cif,8.45219,8.28728,0.70169,1797.36,0.894896,0.473173,1,0.569892473,0.387096774,0.043010753,0,0,0,0,0,137,0.646226415,0.043010753,0.130752688,0.460560003,5.834211463,2.664699122,,,
17161N3.cif,16.46047,13.64478,0.331563,5815.1,2.53207,0.874279,1,0.579365079,0.349206349,0.063492063,0,0,0,0,0,197,0.674657534,0.063492063,0.193015873,1.641962185,9.97638871,14.18296957,,,
20481N3.cif,61.4236,35.99105,0.0649332,7662.28,14.9243,0.975378,1,0.577154309,0.360721443,0.056112224,0,0,0,0,0,1529,0.663628472,0.056112224,0.170581162,6.369755308,69.68430407,83.96765583,,,
20440N3.cif,12.90543,12.57722,0.721036,1849.57,0.926833,0.616439,1,0.37254902,0.431372549,0.098039216,0.078431373,1.25,0,0.019607843,0,38.5,0.337719298,0.196078431,0.629803922,0.688667401,7.74919619,7.084803164,,,
18121N3.cif,6.13559,6.06486,0.933924,901.888,0.529958,0.355431,1,0.569892473,0.387096774,0.043010753,0,0,0,0,0,137,0.646226415,0.043010753,0.130752688,0.43222893,4.042633974,1.732445749,,,
19402N3.cif,6.34336,5.7532,0.46182,7409.18,1.64666,0.801027,1,0.547169811,0.377358491,0.075471698,0,0,0,0,0,73,0.629310345,0.075471698,0.229433962,1.535147887,7.144786563,12.11919913,,,
21040N3.cif,5.08169,4.94969,1.03457,625.965,0.487545,0.340963,1,0.570247934,0.330578512,0.033057851,0.033057851,1,0,0.033057851,0,185,0.670289855,0.099173554,0.318677686,0.36641338,0.310026043,0.119688159,,,
20442N3.cif,9.86897,9.55392,0.667311,1963.87,1.00367,0.588781,1,0.365079365,0.476190476,0.079365079,0.063492063,1.25,0,0.015873016,0,38.5,0.278985507,0.158730159,0.50984127,0.693120707,5.82519813,4.738230636,,,
20261N3.cif,13.17228,13.11194,0.871863,1032.71,0.595071,0.425941,1,0.492682927,0.487804878,0.019512195,0,0,0,0,0,201,0.497524752,0.019512195,0.059317073,0.344779329,2.51403955,0.961447489,,,
15202N3.cif,13.35449,10.5223,0.257625,6511.29,3.42188,0.915341,1,0.584415584,0.25974026,0.051948052,0.103896104,0.5,0,0,0,69,0.766666667,0.155844156,0.515324675,1.96317572,21.47986743,29.70135358,,,
19253N3.cif,7.3388,6.44929,0.838706,1329.54,0.732891,0.475615,1,0.53271028,0.373831776,0.037383178,0.037383178,1,0,0,0,289,0.63377193,0.074766355,0.242242991,0.511774548,0.819464215,0.499676034,,,
17090N3.cif,8.32513,8.10818,0.730299,1664.12,0.840287,0.449479,1,0.569892473,0.387096774,0.043010753,0,0,0,0,0,137,0.646226415,0.043010753,0.130752688,0.435290127,3.3274711,1.42009622,,,
18120N3.cif,7.53693,6.98122,0.493027,3176.15,1.45436,0.629803,1,0.555555556,0.388888889,0.055555556,0,0,0,0,0,101,0.63125,0.055555556,0.168888889,0.925338342,3.553643498,3.049751083,,,
18022N3.cif,10.16733,9.67446,0.467019,3532.93,1.61428,0.698827,1,0.531914894,0.425531915,0.042553191,0,0,0,0,0,59,0.59,0.042553191,0.129361702,0.89678719,4.440119411,3.881528883,,,
21041N3.cif,11.97179,11.87647,0.844022,1393.19,0.693726,0.483296,1,0.574468085,0.340425532,0.028368794,0.028368794,1,0,0.028368794,0,217,0.669753086,0.085106383,0.273475177,0.477602966,2.23542321,1.300793293,,,
20111N3.cif,12.48955,10.59437,0.220993,8236.2,4.00483,0.911316,1,0.542857143,0.380952381,0.038095238,0.038095238,1,0,0,0,73,0.640350877,0.076190476,0.246857143,2.238243124,15.98177662,21.51762718,,,
20480N3.cif,61.79024,34.78989,0.0618651,7942.42,15.6637,0.976074,1,0.580645161,0.362903226,0.056451613,0,0,0,0,0,1529,0.663628472,0.056451613,0.171612903,6.756382681,68.18460121,83.08900518,,,
21110N3.cif,23.05723,21.65583,0.215582,6769.58,4.11055,0.89893,1,0.584269663,0.348314607,0.06741573,0,0,0,0,0,211,0.676282051,0.06741573,0.20494382,2.134265621,19.27043352,23.80635336,,,
19404N3.cif,5.87881,5.64925,0.769703,1345.04,0.773026,0.442599,1,0.547169811,0.377358491,0.075471698,0,0,0,0,0,73,0.629310345,0.075471698,0.229433962,0.54009514,0.970519716,0.533362884,,,
19022N3.cif,10.98008,8.27158,0.343281,6662.78,2.44721,0.860065,1,0.532467532,0.311688312,0.051948052,0.051948052,1,0,0.051948052,0,105,0.640243902,0.155844156,0.500779221,1.535228494,11.41588364,15.4553252,,,
21270N3.cif,4.92801,4.59057,1.0074,345.929,0.471451,0.310888,1,0.559633028,0.385321101,0.036697248,0.018348624,2,0,0,0,157,0.643442623,0.055045872,0.174678899,0.540091165,2.116009143,1.069067358,,,
linker102_CH_linker72_N_qtz_relaxed.cif,20.25552,19.79502,0.2852,6609.35,3.03036,0.886007,1,0.518072289,0.289156627,0.096385542,0.096385542,1,0,0,0,175,0.678294574,0.192771084,0.624578313,1.775135226,6.738741887,9.543602185,,,
linker111_NH_linker92_CO_jea_relaxed.cif,16.55384,15.86438,0.292378,5925.69,2.93832,0.883419,1,0.515625,0.359375,0.0625,0.046875,1.333333333,0,0,0.015625,165,0.625,0.109375,0.35125,1.764759364,7.168586805,10.31682015,,,
linker98_N_linker57_CH_sql_relaxed.cif,21.64257,21.07796,0.260746,6523.51,3.34372,0.900205,0,0.551724138,0.327586207,0.103448276,0.017241379,6,0,0,0,127,0.661458333,0.120689655,0.373793103,1.937712399,8.483403359,12.18242931,,,
linker106_N_linker22_CH_qtz_relaxed_interp_2.cif,23.04061,21.90793,0.231966,6975.68,3.83297,0.901603,1,0.487804878,0.341463415,0.12195122,0.048780488,2.5,0,0,0,142,0.591666667,0.170731707,0.538536585,2.096509364,12.37118074,17.12627959,,,
linker98_C_linker91_C_stu_relaxed.cif,25.94142,16.74548,0.261644,5686.91,3.33812,0.914995,1,0.581395349,0.302325581,0.11627907,0,0,0,0,0,277,0.6925,0.11627907,0.353488372,2.038623539,12.05476142,18.57550135,,,
linker91_C_linker39_C_kgd-a_relaxed.cif,20.61587,19.40657,0.261577,6655.97,3.37093,0.913228,0,0.545454545,0.181818182,0.272727273,0,0,0,0,0,460,0.709876543,0.272727273,0.829090909,1.956950751,11.29375557,16.66911117,,,
linker102_CH_linker42_N_qtz_relaxed.cif,20.72984,20.30891,0.273015,6754.79,3.17858,0.905579,1,0.56626506,0.289156627,0.096385542,0.048192771,2,0,0,0,199,0.705673759,0.144578313,0.458795181,1.935783304,12.40863931,18.75033975,,,
linker98_CH2_linker76_NH_sql_relaxed.cif,21.88008,20.35399,0.229427,7954.32,3.85168,0.903485,0,0.509090909,0.381818182,0.109090909,0,0,0,0,0,97,0.577380952,0.109090909,0.331636364,2.143281435,11.36467366,15.94105403,,,
linker107_N_linker20_CH_qtz_relaxed_interp_2.cif,20.60165,19.17233,0.220784,7706.44,4.0166,0.896613,1,0.511627907,0.418604651,0.069767442,0,0,0,0,0,148,0.560606061,0.069767442,0.212093023,2.180286701,12.1722657,16.58719871,,,
linker107_CH2_linker28_NH_qtz_relaxed_interp_2.cif,19.7693,18.64607,0.253702,7105.98,3.44845,0.888825,1,0.465116279,0.395348837,0.093023256,0.046511628,2,0,0,0,127,0.529166667,0.139534884,0.442790698,1.967907377,11.08199785,15.52666766,,,
linker98_CH_linker72_N_dmp_relaxed_interp_2.cif,17.22656,15.77131,0.262346,7116.53,3.33842,0.896207,1,0.526315789,0.298245614,0.105263158,0.070175439,1.5,0,0,0,641,0.667708333,0.175438596,0.561403509,1.945814523,11.21196703,16.19501746,,,
linker91_N_linker7_CH_hnd_relaxed.cif,21.94376,21.30466,0.243603,7542.89,3.58879,0.886986,0,0.461538462,0.384615385,0.153846154,0,0,0,0,0,649,0.500771605,0.153846154,0.467692308,2.012562172,11.51245867,15.80637118,,,
linker92_CO_linker14_NH_hcb_relaxed.cif,21.30755,19.05364,0.23148,7163,3.8228,0.894909,0,0.476190476,0.380952381,0.047619048,0.095238095,0.5,0,0,0,104.5,0.580555556,0.142857143,0.472380952,2.103455039,10.431753,14.35153214,,,
linker99_C_linker77_C_mer_relaxed.cif,23.14206,18.3256,0.257238,6185.52,3.38488,0.891977,1,0.55,0.35,0.1,0,0,0,0,0,449,0.637784091,0.1,0.304,1.903088818,10.1540933,13.99923735,,,
linker91_NH_linker1_CH2_tts-a_relaxed.cif,23.33642,21.58395,0.241509,8393.79,3.63713,0.892105,0,0.384615385,0.423076923,0.192307692,0,0,0,0,0,293.5,0.326111111,0.192307692,0.584615385,2.010757261,11.10865039,15.19447249,,,
linker108_CH_linker16_N_qtz_relaxed_interp_2.cif,18.81926,17.02883,0.258272,6506.1,3.38178,0.88972,1,0.536585366,0.365853659,0.097560976,0,0,0,0,0,649,0.614583333,0.097560976,0.296585366,1.947256496,10.0716408,14.22883876,,,
linker102_CH_linker8_N_qtz_relaxed.cif,19.83166,19.48695,0.287416,6875.15,2.999,0.880004,1,0.518072289,0.289156627,0.096385542,0.096385542,1,0,0,0,175,0.678294574,0.192771084,0.624578313,1.845307196,10.95129101,16.13782389,,,
linker98_CH2_linker26_NH_sql_relaxed.cif,21.79392,20.14962,0.263545,6436.47,3.32763,0.882092,0,0.48,0.306666667,0.106666667,0.106666667,1,0,0,0,136,0.62962963,0.213333333,0.6912,1.866182315,10.95153759,15.00075858,,,
linker111_NH_linker55_CO_npo_relaxed_interp_2.cif,23.16028,18.80039,0.239024,5961.68,3.73527,0.907108,1,0.505747126,0.275862069,0.137931034,0.045977011,3,0.022988506,0,0.011494253,349,0.660984848,0.183908046,0.577471264,1.977103934,12.5145021,16.93787689,,,
linker107_N_linker84_CH_kgm_relaxed.cif,20.10597,17.92132,0.276408,7404.95,3.13486,0.89855,0,0.444444444,0.333333333,0.222222222,0,0,0,0,0,109,0.50462963,0.222222222,0.675555556,2.011554471,12.43806185,19.61971778,,,
linker103_C_linker76_C_uni_relaxed.cif,18.33066,18.07921,0.241283,6472.4,3.64709,0.914552,1,0.622641509,0.301886792,0.075471698,0,0,0,0,0,289,0.72979798,0.075471698,0.229433962,2.111329336,11.01534961,16.20334895,,,
linker100_N_linker57_CH_uni_relaxed.cif,22.4409,21.61646,0.267311,5931.42,3.27902,0.901839,1,0.516129032,0.290322581,0.129032258,0.064516129,2,0,0,0,505,0.657552083,0.193548387,0.614193548,1.890074086,12.72724793,18.30941905,,,
linker100_C_linker27_C_umd_relaxed_interp_2.cif,17.80162,15.0719,0.29041,6448.41,2.9645,0.885456,1,0.555555556,0.333333333,0.027777778,0.083333333,0.333333333,0,0,0,881,0.68828125,0.111111111,0.371111111,1.764606589,11.37448672,16.29572345,,,
linker105_CH_linker29_N_qtz_relaxed.cif,22.12855,21.53301,0.23274,7038.41,3.8339,0.896049,1,0.454545455,0.295454545,0.136363636,0.113636364,1.2,0,0,0,145,0.604166667,0.25,0.805454545,2.030943947,17.19341368,22.99207824,,,
linker107_N_linker81_CH_kgm_relaxed.cif,23.62131,22.23453,0.257048,7495.3,3.40411,0.902598,0,0.48,0.32,0.2,0,0,0,0,0,122.5,0.56712963,0.2,0.608,2.050691312,12.55855501,18.86531014,,,
linker109_CH_linker95_N_xux_relaxed_interp_5.cif,21.61551,15.89571,0.256686,7720.89,3.37432,0.894615,1,0.618257261,0.331950207,0.049792531,0,0,0,0,0,1061,0.712080537,0.049792531,0.151369295,1.97715236,12.64071065,18.12029965,,,
linker91_C_linker38_C_hna_relaxed.cif,20.4986,18.42805,0.303042,6520.72,2.84687,0.899501,0,0.538461538,0.230769231,0.153846154,0.076923077,2,0,0,0,541,0.715608466,0.230769231,0.732307692,1.836169943,12.66536769,20.01476704,,,
linker108_CH_linker38_N_qtz_relaxed_interp_2.cif,21.52836,20.86118,0.25856,6084.08,3.40408,0.909692,1,0.564102564,0.282051282,0.102564103,0.051282051,2,0,0,0,745,0.705492424,0.153846154,0.488205128,1.969535764,14.52884558,21.25034978,,,
linker107_N_linker33_CH_dia_relaxed_interp_2.cif,19.20927,17.63428,0.261977,6149.08,3.30731,0.893733,1,0.511627907,0.372093023,0.11627907,0,0,0,0,0,409,0.580965909,0.11627907,0.353488372,1.89802698,12.65834847,17.76093302,,,
linker109_C_linker85_C_uog_relaxed.cif,19.47357,18.12068,0.250547,5731.41,3.48781,0.882672,1,0.552238806,0.358208955,0.059701493,0.029850746,2,0,0,0,577,0.649774775,0.089552239,0.284179104,1.799565817,12.2983342,15.45318387,,,
linker107_N_linker1_CH_kgm_relaxed.cif,23.2055,22.32139,0.268945,6865.02,3.21835,0.892346,0,0.482758621,0.379310345,0.137931034,0,0,0,0,0,136,0.53968254,0.137931034,0.419310345,2.010007487,12.34119855,18.79607458,,,
linker93_C_linker66_C_hcb_relaxed.cif,20.77639,19.8384,0.253799,6636.68,3.43761,0.886539,0,0.520408163,0.367346939,0.081632653,0.030612245,2.666666667,0,0,0,373,0.609477124,0.112244898,0.353469388,1.960877668,10.16729226,14.16312048,,,
linker105_N_linker10_CH_nfa_relaxed.cif,18.88041,15.53736,0.279425,5790.5,3.13823,0.885156,1,0.466666667,0.233333333,0.133333333,0.166666667,0.8,0,0,0,457,0.680059524,0.3,0.978666667,1.713003151,14.38008326,19.23623299,,,
linker91_NH_linker1_CH2_hnd_relaxed.cif,19.53378,18.40771,0.245139,8321.42,3.57177,0.891356,0,0.384615385,0.423076923,0.192307692,0,0,0,0,0,352,0.325925926,0.192307692,0.584615385,1.984019608,12.37248111,16.93486547,,,
linker107_N_linker3_CH_kgm_relaxed.cif,23.23953,22.2602,0.266954,7125.94,3.22925,0.890894,0,0.5,0.4,0.1,0,0,0,0,0,149.5,0.553703704,0.1,0.304,2.021709459,12.18262552,18.49428279,,,
linker108_N_linker1_CH_gis_relaxed_interp_2.cif,18.05392,15.46022,0.267237,6753.22,3.24895,0.896356,1,0.551724138,0.344827586,0.103448276,0,0,0,0,0,657,0.641601563,0.103448276,0.314482759,1.9444697,12.09799134,17.79127024,,,
linker99_N_linker20_CH_qtz_relaxed_interp_2.cif,21.04067,19.6305,0.210468,7928.84,4.23523,0.905484,1,0.536585366,0.414634146,0.048780488,0,0,0,0,0,157,0.59469697,0.048780488,0.148292683,2.332830052,12.34677167,17.33080606,,,
linker106_NH_linker44_CO_und_relaxed.cif,18.74824,15.24867,0.249434,6813.52,3.53552,0.884252,1,0.425531915,0.361702128,0.127659574,0.085106383,1.5,0,0,0,641,0.50078125,0.212765957,0.680851064,1.864034183,11.70778736,15.19762729,,,
linker101_CH_linker61_N_kgm_relaxed.cif,21.91489,20.07582,0.282032,7720.62,3.06476,0.895644,0,0.444444444,0.333333333,0.222222222,0,0,0,0,0,109,0.50462963,0.222222222,0.675555556,2.00265586,12.71128963,20.30229516,,,
linker105_CH_linker33_N_krr_relaxed.cif,26.17482,24.66492,0.280247,6723.33,3.07079,0.884954,0,0.523809524,0.357142857,0.095238095,0.023809524,4,0,0,0,406,0.615151515,0.119047619,0.371428571,1.854726648,13.15806975,19.10949254,,,
linker107_N_linker89_CH_mdf_relaxed.cif,19.79558,18.88555,0.286585,6299.94,2.98425,0.882944,1,0.536585366,0.390243902,0.073170732,0,0,0,0,0,425,0.603693182,0.073170732,0.222439024,1.838678618,11.70391439,17.19249737,,,
linker103_CH_linker64_N_sra_relaxed_interp_2.cif,22.09833,16.3242,0.215781,7099.83,4.14429,0.919725,1,0.565217391,0.289855072,0.115942029,0.028985507,4,0,0,0,433,0.693910256,0.144927536,0.452173913,2.252847417,14.02281822,19.79491608,,,
linker108_CH_linker6_N_dia_relaxed.cif,18.51158,15.39226,0.214931,6649.26,4.19688,0.916586,1,0.516129032,0.225806452,0.129032258,0.129032258,1,0,0,0,185,0.72265625,0.258064516,0.836129032,2.251220722,13.6518889,19.11606467,,,
linker103_CH_linker81_N_unc_relaxed_interp_2.cif,20.76857,16.85987,0.231953,6900.98,3.82362,0.912881,1,0.569230769,0.307692308,0.123076923,0,0,0,0,0,201,0.679054054,0.123076923,0.374153846,2.220653015,13.96468031,20.73200253,,,
linker98_CH_linker78_N_lvt_relaxed_interp_4.cif,21.73737,19.47918,0.245667,7093.57,3.57696,0.900458,1,0.527272727,0.345454545,0.109090909,0.018181818,6,0,0,0,1153,0.621228448,0.127272727,0.394181818,2.055068785,13.43780558,19.28769761,,,
linker105_CH_linker18_N_qtz_relaxed.cif,23.12579,22.7581,0.229662,7068.42,3.88423,0.900329,1,0.454545455,0.295454545,0.136363636,0.113636364,1.2,0,0,0,145,0.604166667,0.25,0.805454545,2.089027965,17.85537565,24.35112424,,,
linker101_C_linker81_C_mer_relaxed.cif,25.68787,18.39128,0.282382,5287.76,3.06677,0.893242,1,0.526315789,0.315789474,0.157894737,0,0,0,0,0,401,0.6265625,0.157894737,0.48,1.833533403,13.32843927,19.46209815,,,
linker91_N_linker6_CH_hnb_relaxed.cif,26.25099,24.87201,0.268445,5743.28,3.29989,0.88737,0,0.416666667,0.166666667,0.25,0.166666667,1.5,0,0,0,118,0.655555556,0.416666667,1.333333333,1.874474927,14.17135377,19.97866322,,,
linker105_N_linker77_CH_krr_relaxed.cif,19.97407,17.88936,0.294778,7277.55,2.90713,0.883735,0,0.481481481,0.333333333,0.148148148,0.037037037,4,0,0,0,226,0.579487179,0.185185185,0.577777778,1.839888119,14.46090736,21.88363546,,,
linker109_CH_linker92_N_pts-f_relaxed.cif,19.02479,16.98576,0.185411,6806.25,4.89281,0.933295,1,0.546391753,0.329896907,0.12371134,0,0,0,0,0,273,0.643867925,0.12371134,0.376082474,2.552638846,18.06341403,25.19179046,,,
linker108_N_linker8_CH_nfa_relaxed.cif,19.13583,16.69083,0.275873,6074.04,3.17878,0.890524,1,0.516129032,0.225806452,0.129032258,0.129032258,1,0,0,0,553,0.720052083,0.258064516,0.836129032,1.780830515,14.9345546,20.6293279,,,
linker106_NH_linker38_CO_und_relaxed_interp_2.cif,19.12281,15.47044,0.244759,6590.87,3.61948,0.901735,1,0.465116279,0.302325581,0.139534884,0.093023256,1.5,0,0,0,769,0.60078125,0.23255814,0.744186047,1.983347821,14.1504676,19.55701915,,,
linker103_CH_linker74_N_sra_relaxed_interp_2.cif,19.63856,16.60468,0.234295,7084.06,3.77925,0.904543,1,0.532467532,0.311688312,0.103896104,0.051948052,2,0,0,0,433,0.660060976,0.155844156,0.494545455,2.066514663,13.73293271,18.98931988,,,
linker104_CH_linker9_N_unj_relaxed.cif,18.44601,17.35246,0.240339,6528.58,3.66107,0.893482,1,0.484848485,0.393939394,0.060606061,0.060606061,1,0,0,0,433,0.563802083,0.121212121,0.392727273,1.982136252,15.44184769,20.75191672,,,
linker92_C_linker15_C_kgd-a_relaxed.cif,19.10955,18.45383,0.235236,8221.33,3.72247,0.907343,0,0.571428571,0.392857143,0.035714286,0,0,0,0,0,554.5,0.641782407,0.035714286,0.108571429,2.121134321,13.17555075,18.83335175,,,
linker108_N_linker4_CH_nfa_relaxed.cif,21.46105,18.03992,0.237494,6398.37,3.74191,0.912233,1,0.551724138,0.275862069,0.103448276,0.068965517,1.5,0,0,0,541,0.704427083,0.172413793,0.551724138,2.027300924,15.61832506,21.65840577,,,
linker99_N_linker84_CH_krr_relaxed.cif,21.45783,20.03445,0.277497,7528.89,3.11874,0.898395,0,0.48,0.32,0.2,0,0,0,0,0,203.5,0.565277778,0.2,0.608,1.983027423,15.47260412,24.15089012,,,
linker103_C_linker76_C_und_relaxed.cif,21.55284,17.03567,0.236887,6563.18,3.73089,0.91665,1,0.622641509,0.301886792,0.075471698,0,0,0,0,0,769,0.728219697,0.075471698,0.229433962,2.082941356,14.54140883,20.76556192,,,
linker98_CH_linker65_N_sql_relaxed.cif,22.39831,21.98146,0.2543,6390.34,3.44821,0.899078,0,0.566037736,0.283018868,0.150943396,0,0,0,0,0,124,0.688888889,0.150943396,0.458867925,1.988568163,13.81339318,19.8289618,,,
linker103_C_linker63_C_unc_relaxed.cif,19.97128,19.83654,0.268051,5870.32,3.23991,0.880419,1,0.573770492,0.327868852,0.06557377,0.032786885,2,0,0,0,193,0.689285714,0.098360656,0.312131148,1.848937947,12.64418771,17.41949248,,,
linker99_C_linker76_C_rho_relaxed.cif,32.24375,16.1799,0.255273,5684.84,3.43428,0.91261,1,0.588235294,0.294117647,0.117647059,0,0,0,0,0,673,0.701041667,0.117647059,0.357647059,2.086333058,13.57537759,20.83248379,,,
linker102_CH2_linker81_NH_sod_relaxed.cif,31.48155,15.09446,0.173559,7085.33,5.27164,0.918136,1,0.493670886,0.405063291,0.101265823,0,0,0,0,0,253,0.540598291,0.101265823,0.307848101,2.497607294,16.24356848,20.4115104,,,
linker105_CH_linker72_N_uni_relaxed.cif,23.63913,23.1133,0.235661,6541.07,3.81133,0.904024,1,0.466666667,0.233333333,0.133333333,0.166666667,0.8,0,0,0,115,0.68452381,0.3,0.978666667,2.062008482,14.79829569,20.5250968,,,
linker97_N_linker96_CH_xux_relaxed_interp_3.cif,20.82672,19.68629,0.24126,6657.72,3.63218,0.907208,1,0.573426573,0.356643357,0.06993007,0,0,0,0,0,649,0.659552846,0.06993007,0.212587413,2.084352809,13.00458016,18.73161194,,,
linker99_N_linker39_CH_unj_relaxed_interp_2.cif,22.30419,16.74634,0.220241,7022.99,4.07635,0.925282,1,0.545454545,0.272727273,0.181818182,0,0,0,0,0,289,0.668981481,0.181818182,0.552727273,2.324917124,16.43338888,24.58228685,,,
linker98_N_linker78_CH_dmp_relaxed_interp_2.cif,20.14987,17.77843,0.234312,6186.79,3.77488,0.896956,1,0.527272727,0.345454545,0.109090909,0.018181818,6,0,0,0,577,0.621767241,0.127272727,0.394181818,2.073547991,14.15417448,19.47509997,,,
linker98_C_linker81_C_dmp_relaxed.cif,18.26574,15.16499,0.17939,7204.52,5.08357,0.935051,1,0.577777778,0.333333333,0.088888889,0,0,0,0,0,281,0.675480769,0.088888889,0.270222222,2.577182244,15.56022843,21.23782399,,,
linker101_CH_linker73_N_mer_relaxed.cif,23.12973,17.42703,0.211028,6963.01,4.24152,0.894217,1,0.416666667,0.388888889,0.194444444,0,0,0,0,0,401,0.417708333,0.194444444,0.591111111,2.174678054,14.40105558,18.65897113,,,
