COFs_name,LCD(Å),PLD(Å),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,N-to-O,S%,Halogen%,Metalloid%,TDU,DUC,TE,AWE,N_H2S(mol/kg),D_CH4(10^-8m2/s),P_H2S(10^4Barrer)
15163N2.cif,19.28672,18.99947,0.538076,2012.46,1.3232,0.648048,0,0.586206897,0.379310345,0.034482759,0,0,0,0,0,68.5,0.671568627,0.034482759,0.104827586,21.69096191,0.359810895,8.128650823
15170N2.cif,10.81126,10.55954,0.806596,1519.14,0.732188,0.513979,0,0.62962963,0.333333333,0.037037037,0,0,0,0,0,148,0.725490196,0.037037037,0.112592593,11.8330064,0.172250403,2.523895312
15171N2.cif,7.56527,5.77254,0.676902,2389.96,0.95612,0.550746,0,0.578947368,0.368421053,0.052631579,0,0,0,0,0,88,0.666666667,0.052631579,0.16,10.3014487,0.116936274,1.341341175
15180N2.cif,27.37273,27.15264,0.562421,1604.52,1.3444,0.716748,0,0.563758389,0.214765101,0.080536913,0.10738255,0.75,0,0,0.026845638,131,0.779761905,0.187919463,0.614228188,15.04110653,0.649820218,11.76834998
15181N2.cif,31.97817,31.79613,0.520358,1584.98,1.4746,0.738617,0,0.587570621,0.225988701,0.06779661,0.09039548,0.75,0,0,0.02259887,163,0.783653846,0.15819209,0.517062147,14.47014584,0.708775259,11.7738241
15182N2.cif,28.61691,28.45106,0.546974,1644.31,1.39133,0.728924,0,0.554744526,0.204379562,0.087591241,0.116788321,0.75,0,0,0.02919708,119,0.782894737,0.204379562,0.668029197,15.50552704,0.610205396,11.2674609
15183N2.cif,27.37273,27.15264,0.560685,1609.48,1.34792,0.717629,0,0.567567568,0.216216216,0.081081081,0.108108108,0.75,0,0,0.027027027,131,0.779761905,0.187919463,0.614228188,15.01611062,0.579230005,10.45302475
15184N2.cif,31.97817,31.79613,0.518971,1589.22,1.47777,0.74137,0,0.590909091,0.227272727,0.068181818,0.090909091,0.75,0,0,0.022727273,163,0.783653846,0.15819209,0.517062147,14.67993304,0.676426681,11.41136122
15185N2.cif,28.61691,28.45106,0.54517,1649.75,1.39509,0.728375,0,0.558823529,0.205882353,0.088235294,0.117647059,0.75,0,0,0.029411765,119,0.782894737,0.204379562,0.668029197,15.78664011,0.555129545,10.39406865
15186N2.cif,44.62581,44.50279,0.363876,1916.32,2.28792,0.812419,0,0.566666667,0.233333333,0.033333333,0.133333333,0.25,0,0,0.033333333,160,0.784313725,0.166666667,0.56,16.31478788,1.155527023,16.64598782
15190N2.cif,10.36567,9.89857,0.89212,1508.03,0.698112,0.553375,0,0.5,0.166666667,0.166666667,0.166666667,1,0,0,0,28,0.777777778,0.333333333,1.08,13.80694783,0.07491524,1.525194468
15200N3.cif,8.20958,7.60329,0.55678,4995.9,1.35641,0.818357,1,0.517241379,0.275862069,0.068965517,0.137931034,0.5,0,0,0,43,0.716666667,0.206896552,0.684137931,29.49779231,0.21109857,8.474533156
15201N3.cif,26.5708,22.37925,0.128813,6496.73,7.3044,0.958395,1,0.584415584,0.25974026,0.051948052,0.103896104,0.5,0,0,0,69,0.766666667,0.155844156,0.515324675,22.05639105,4.189267117,34.07150289
15202N3.cif,13.35449,10.5223,0.257625,6511.29,3.42188,0.915341,1,0.584415584,0.25974026,0.051948052,0.103896104,0.5,0,0,0,69,0.766666667,0.155844156,0.515324675,71.0999709,0.756467906,37.88309053
15210N2.cif,22.30023,22.06435,0.617226,1729.01,1.15637,0.714783,0,0.5625,0.25,0,0.125,0,0,0,0.0625,85,0.787037037,0.125,0.43,21.83957792,0.258816485,7.448505673
15211N2.cif,23.73244,21.04675,0.309959,5270.79,2.7565,0.914725,0,0.5625,0.25,0,0.125,0,0,0,0.0625,169,0.782407407,0.125,0.43,56.60428033,0.826357236,39.61197153
15220N2.cif,11.19018,10.72475,0.764041,1668.7,0.817574,0.575285,0,0.588235294,0.294117647,0.117647059,0,0,0,0,0,43,0.716666667,0.117647059,0.357647059,13.11639035,0.171062442,2.945664391
15240N2.cif,28.40894,28.13916,0.455936,1983.09,1.67576,0.683532,0,0.518518519,0.407407407,0.074074074,0,0,0,0,0,97,0.577380952,0.074074074,0.225185185,8.620995426,1.120880194,8.994849402
15241N2.cif,9.91917,9.19961,0.420398,5491.24,1.86143,0.793353,0,0.518518519,0.407407407,0.074074074,0,0,0,0,0,97,0.577380952,0.074074074,0.225185185,32.02739324,0.563316045,17.97278479
15242N2.cif,15.43792,14.94592,0.688967,1581.12,0.940596,0.524996,0,0.512195122,0.414634146,0.073170732,0,0,0,0,0,71.5,0.567460317,0.073170732,0.222439024,13.02617931,0.239461209,3.369932391
15243N2.cif,5.96509,4.99182,0.657098,3301.49,1.0042,0.629456,0,0.512195122,0.414634146,0.073170732,0,0,0,0,0,71.5,0.567460317,0.073170732,0.222439024,14.80594482,0.192064499,3.513122528
15250N2.cif,23.50203,23.28698,0.469734,2235.45,1.59771,0.726109,0,0.5625,0.375,0.0625,0,0,0,0,0,70,0.648148148,0.0625,0.19,28.36418557,0.368115671,10.63709384
15251N2.cif,22.78767,22.70874,0.535897,1989.64,1.39034,0.754041,0,0.553191489,0.361702128,0.085106383,0,0,0,0,0,67,0.644230769,0.085106383,0.258723404,26.66781784,0.240485333,7.740462519
15252N2.cif,22.61732,22.49059,0.520862,2056.67,1.44238,0.73111,0,0.543478261,0.347826087,0.108695652,0,0,0,0,0,64,0.64,0.108695652,0.330434783,26.50847805,0.304056506,9.1676715
15253N2.cif,22.44368,22.20325,0.515201,2078.33,1.45019,0.700795,0,0.533333333,0.333333333,0.133333333,0,0,0,0,0,61,0.635416667,0.133333333,0.405333333,25.2801573,0.355450306,9.690382223
16000N2.cif,33.55356,33.38092,0.444588,1902.97,1.76703,0.767511,0,0.64,0.24,0,0.08,0,0,0,0.04,157,0.817708333,0.08,0.2752,16.05481101,0.811002293,13.27040493
16001N2.cif,38.28456,38.1313,0.393051,1972.77,2.05831,0.794973,0,0.666666667,0.222222222,0,0.074074074,0,0,0,0.037037037,181,0.837962963,0.074074074,0.254814815,16.03816411,0.890373694,13.32731947
16002N2.cif,35.8627,35.70086,0.417252,1937.81,1.91132,0.780556,0,0.653846154,0.230769231,0,0.076923077,0,0,0,0.038461538,169,0.828431373,0.076923077,0.264615385,15.60500196,0.846574878,12.85127593
16010N2.cif,14.33808,13.94958,0.750297,1703.6,0.867976,0.650165,0,0.5,0.2,0,0.2,0,0,0,0.1,49,0.816666667,0.2,0.688,15.98927769,0.166113358,3.869944608
16011N2.cif,29.37192,29.15277,0.422249,2199.84,1.87449,0.764191,0,0.55,0.3,0,0.1,0,0,0,0.05,97,0.734848485,0.1,0.344,22.13358045,0.511665067,10.91496983
16020N2.cif,21.2104,20.89314,0.557269,1985.57,1.3353,0.629764,0,0.4,0.35,0.1,0.15,0.666666667,0,0,0,49,0.510416667,0.25,0.82,19.40738884,0.388230677,7.89794714
16030N2.cif,26.13967,25.93049,0.428418,2200.48,1.81626,0.742473,0,0.555555556,0.355555556,0.088888889,0,0,0,0,0,97,0.646666667,0.088888889,0.270222222,14.42186879,0.78126303,10.70487842
16031N2.cif,20.89927,20.59917,0.459652,2402.15,1.65482,0.707618,0,0.50877193,0.403508772,0.087719298,0,0,0,0,0,98.5,0.566091954,0.087719298,0.266666667,17.8248809,0.597909527,10.35391718
16032N2.cif,22.30685,21.78847,0.388373,2801.55,2.07311,0.725767,0,0.491525424,0.389830508,0.084745763,0.033898305,2.5,0,0,0,98.5,0.566091954,0.118644068,0.374237288,13.6962003,0.827939435,9.546836074
16040N2.cif,7.15556,6.64559,0.762552,1538.64,0.800995,0.48708,0,0.583333333,0.361111111,0.055555556,0,0,0,0,0,57,0.678571429,0.055555556,0.168888889,9.569018319,0.092986955,0.987128575
16041N2.cif,13.07656,12.71309,0.572642,2434.32,1.22666,0.652962,0,0.568965517,0.379310345,0.051724138,0,0,0,0,0,86,0.651515152,0.051724138,0.157241379,19.65471347,0.161747699,3.550507901
16050N2.cif,15.08117,14.72412,0.763077,1424.44,0.86969,0.62874,0,0.553191489,0.212765957,0.106382979,0.085106383,1.25,0,0,0.042553191,80,0.769230769,0.189473684,0.609684211,15.65561172,0.265739027,5.961827241
16051N2.cif,20.15685,20.05163,0.606226,1719.84,1.1853,0.708206,0,0.556701031,0.226804124,0.020618557,0.12371134,0.166666667,0.010309278,0,0.06185567,171,0.791666667,0.144329897,0.488247423,22.88944997,0.307232997,9.018035191
16052N2.cif,25.19248,24.96346,0.536146,1784.97,1.39056,0.730569,0,0.59437751,0.248995984,0.008032129,0.096385542,0.083333333,0.004016064,0,0.048192771,234,0.790540541,0.104417671,0.355983936,23.90219689,0.431506507,12.06657537
16053N2.cif,24.93805,24.69934,0.515595,1853.29,1.45308,0.714316,0,0.596774194,0.258064516,0,0.096774194,0,0,0,0.048387097,233,0.787162162,0.096774194,0.332903226,18.23417662,0.538409628,10.79972259
16054N2.cif,19.95912,19.84158,0.625073,1690.42,1.13964,0.703667,0,0.553846154,0.215384615,0.030769231,0.123076923,0.25,0.015384615,0,0.061538462,172,0.796296296,0.153846154,0.516923077,21.55731359,0.286466549,8.112991677
16055N2.cif,21.95248,21.69719,0.545051,1791.26,1.35895,0.725018,0,0.581818182,0.254545455,0,0.109090909,0,0,0,0.054545455,201,0.78515625,0.109090909,0.375272727,25.38048642,0.332260156,9.953565668
16056N2.cif,22.69839,22.47622,0.528129,1825.57,1.41356,0.727168,0,0.563636364,0.254545455,0,0.109090909,0,0.018181818,0,0.054545455,97,0.782258065,0.109090909,0.375272727,24.04158362,0.358496997,9.886394109
16057N2.cif,25.10039,25.04365,0.581344,1658.6,1.25956,0.726554,0,0.559585492,0.196891192,0.010362694,0.124352332,0.083333333,0.046632124,0,0.062176166,178,0.824074074,0.134715026,0.459274611,24.11893266,0.40229458,12.24102852
16058N2.cif,22.92273,22.67603,0.606977,1693.79,1.19481,0.712453,0,0.557692308,0.211538462,0.038461538,0.115384615,0.333333333,0.019230769,0,0.057692308,93,0.801724138,0.153846154,0.513846154,22.57545736,0.360584104,10.51443982
16060N2.cif,9.86309,7.98521,0.526648,3902.98,1.3788,0.722489,0,0.512605042,0.420168067,0.033613445,0.033613445,1,0,0,0,141,0.577868852,0.067226891,0.217815126,24.35047409,0.291820509,8.075872634
16061N2.cif,23.03655,18.49772,0.116104,8558.49,8.08412,0.948196,0,0.534591195,0.41509434,0.025157233,0.025157233,1,0,0,0,205,0.602941176,0.050314465,0.163018868,17.20564783,5.992156814,33.9011204
16070N2.cif,16.96964,16.65922,0.69272,2043.62,0.984958,0.628433,0,0.391304348,0.391304348,0.086956522,0.130434783,0.666666667,0,0,0,49,0.453703704,0.217391304,0.713043478,16.96342522,0.243360568,5.367783843
16080N2.cif,16.90398,16.57842,0.512828,2194.48,1.44068,0.674244,0,0.560606061,0.363636364,0.075757576,0,0,0,0,0,191,0.64527027,0.075757576,0.23030303,23.79279416,0.424987983,10.44300455
16081N2.cif,16.0767,15.93388,0.536196,2751.54,1.3526,0.67041,0,0.560606061,0.363636364,0.075757576,0,0,0,0,0,191,0.64527027,0.075757576,0.23030303,22.86425451,0.441535404,10.83929867
16082N2.cif,18.08872,17.78249,0.482589,2213.32,1.55283,0.697822,0,0.560606061,0.363636364,0.075757576,0,0,0,0,0,191,0.64527027,0.075757576,0.23030303,25.26311633,0.471352201,11.9775802
16083N2.cif,15.85858,15.75194,0.514777,2894.15,1.41793,0.692622,0,0.560606061,0.363636364,0.075757576,0,0,0,0,0,191,0.64527027,0.075757576,0.23030303,24.42821855,0.429624977,11.17664059
16090N2.cif,24.00484,23.76481,0.458559,2324.75,1.65854,0.717927,0,0.5625,0.375,0.0625,0,0,0,0,0,70,0.648148148,0.0625,0.19,28.58101966,0.418358871,11.75754799
16100N2.cif,18.50904,18.21597,0.575807,1915.73,1.23673,0.654306,0,0.555555556,0.333333333,0.111111111,0,0,0,0,0,59.5,0.661111111,0.111111111,0.337777778,20.68878858,0.29493156,6.86639374
16110N3.cif,22.72268,16.03454,0.173311,7277.76,5.23902,0.931295,1,0.463414634,0.390243902,0.048780488,0.048780488,1,0,0,0.048780488,64,0.561403509,0.097560976,0.316097561,94.26182086,2.160382781,98.17354694
16111N3.cif,16.20544,14.26229,0.188331,7262.56,4.78635,0.925723,1,0.463414634,0.390243902,0.048780488,0.048780488,1,0,0,0.048780488,253,0.554824561,0.097560976,0.316097561,96.07604768,0.950037472,47.53059834
16112N3.cif,25.15287,15.93631,0.188209,6559.23,4.81199,0.925076,1,0.463414634,0.341463415,0.048780488,0.048780488,1,0,0.048780488,0.048780488,64,0.561403509,0.146341463,0.510243902,94.39850553,1.204058681,59.1078447
16113N3.cif,16.19063,14.24492,0.209078,6621.12,4.29353,0.922396,1,0.463414634,0.341463415,0.048780488,0.048780488,1,0,0.048780488,0.048780488,253,0.554824561,0.146341463,0.510243902,89.06784497,0.85372552,43.80054427
16120N2.cif,16.08953,15.75495,0.682814,1723.1,0.999979,0.627858,0,0.47826087,0.304347826,0.130434783,0.086956522,1.5,0,0,0,41.5,0.628787879,0.217391304,0.695652174,17.45179108,0.22459484,5.019011366
16121N2.cif,16.31523,16.01845,0.766045,1519.71,0.84405,0.589591,0,0.461016949,0.298305085,0.108474576,0.118644068,0.914285714,0.013559322,0,0,169,0.621323529,0.227118644,0.737898305,14.34991157,0.263211927,5.095355247
16130N3.cif,31.72634,22.10199,0.146333,6295.71,6.37587,0.960091,1,0.612903226,0.258064516,0,0.086021505,0,0,0,0.043010753,136,0.795321637,0.084805654,0.291731449,41.54236326,2.167571532,37.78625605
16131N3.cif,20.9626,17.59779,0.16945,6251.06,5.45258,0.95367,1,0.612903226,0.258064516,0,0.086021505,0,0,0,0.043010753,541,0.790935673,0.084805654,0.291731449,111.2104099,1.076649184,57.7928221
16140N2.cif,25.66942,25.15091,0.467001,2505.63,1.64877,0.691698,0,0.538461538,0.358974359,0.051282051,0.051282051,1,0,0,0,163,0.646825397,0.102564103,0.332307692,16.91062814,0.412650085,6.732720095
16141N2.cif,30.56193,30.37003,0.410772,2212.47,1.93246,0.751786,0,0.545454545,0.363636364,0.045454545,0.045454545,1,0,0,0,94,0.652777778,0.090909091,0.294545455,18.56248488,0.659844253,11.29762534
16142N2.cif,31.14894,30.95031,0.374905,2439.49,2.14332,0.758789,0,0.571428571,0.380952381,0.047619048,0,0,0,0,0,94,0.652777778,0.047619048,0.144761905,14.9185937,0.92242488,11.69272415
16150N2.cif,22.84674,22.58169,0.522975,2009.77,1.42844,0.692268,0,0.555555556,0.333333333,0.055555556,0.055555556,1,0,0,0,82,0.683333333,0.111111111,0.36,24.55114012,0.311801614,8.277892074
16160N2.cif,20.05475,19.77275,0.644388,1703.71,1.09962,0.667846,0,0.5625,0.25,0.125,0.0625,2,0,0,0,79,0.731481481,0.1875,0.595,19.86253767,0.250659837,6.399673408
16170N2.cif,18.65543,18.388,0.539708,2157.97,1.34365,0.684871,0,0.595744681,0.361702128,0.042553191,0,0,0,0,0,153,0.683035714,0.042553191,0.129361702,24.36951734,0.239781513,6.4512639
16171N2.cif,17.56245,17.18023,0.641115,1844.99,1.10127,0.653303,0,0.595744681,0.276595745,0.042553191,0,0,0,0.085106383,0,153,0.683035714,0.127659574,0.468085106,22.85583655,0.152370937,4.356767663
16172N2.cif,25.3962,25.13758,0.430329,2429.02,1.80703,0.746872,0,0.610169492,0.355932203,0.033898305,0,0,0,0,0,201,0.697916667,0.033898305,0.103050847,32.06872399,0.347945434,10.7115955
16173N2.cif,31.48265,31.2943,0.395166,2397.26,2.03601,0.775119,0,0.611111111,0.319444444,0.055555556,0,0,0.013888889,0,0,253,0.71875,0.055555556,0.168888889,19.34508081,0.66856586,11.83252002
16174N2.cif,27.40816,27.16403,0.39397,2442.4,2.01741,0.760869,0,0.582278481,0.367088608,0.025316456,0.025316456,1,0,0,0,249,0.676630435,0.050632911,0.164050633,18.91690511,0.661929461,11.21113003
16180C2.cif,15.2073,15.00037,0.583908,2121.7,1.19115,0.570471,0,0.514285714,0.4,0.014285714,0.057142857,0.25,0,0,0.014285714,88,0.611111111,0.071428571,0.24,17.01187097,0.217688381,3.68451117
16181C2.cif,17.20432,16.60404,0.5423,2383.53,1.32558,0.6328,0,0.576271186,0.338983051,0,0.06779661,0,0,0,0.016949153,97,0.713235294,0.066666667,0.229333333,25.19244107,0.126166133,3.25786938
16190N2.cif,9.35805,6.47937,0.626677,2464.59,1.04893,0.55708,0,0.566037736,0.367924528,0.066037736,0,0,0,0,0,156,0.65,0.066037736,0.200754717,14.5103673,0.091967803,1.391522049
16191N2.cif,9.08273,6.59713,0.563956,3731.74,1.25262,0.667696,0,0.573529412,0.375,0.051470588,0,0,0,0,0,204,0.653846154,0.051470588,0.156470588,20.10636115,0.233423183,5.278566681
16200N2.cif,12.96834,11.983,0.733503,1922.45,0.95138,0.598736,0,0.375,0.25,0.0625,0.25,0.25,0.0625,0,0,46,0.638888889,0.3125,1.05,14.96933642,0.156148322,3.066137927
16201N2.cif,12.95641,12.03827,0.596112,2360.66,1.24027,0.626188,0,0.428571429,0.285714286,0.071428571,0.178571429,0.4,0.035714286,0,0,46,0.638888889,0.25,0.831428571,18.56369686,0.195409067,4.044420791
16210N2.cif,21.14298,20.88364,0.691946,1549.53,0.995106,0.625205,0,0.555555556,0.222222222,0.111111111,0.111111111,1,0,0,0,91,0.758333333,0.222222222,0.72,17.30381578,0.256952644,5.745187017
16211N2.cif,21.60557,21.35282,0.73422,1377.07,0.928577,0.624666,0,0.526315789,0.210526316,0.105263158,0.157894737,0.666666667,0,0,0,91,0.758333333,0.263157895,0.863157895,16.315713,0.223891325,5.004168822
16220N2.cif,26.053,25.82277,0.498003,2046.37,1.55597,0.750947,0,0.5,0.333333333,0.111111111,0.055555556,2,0,0,0,67,0.62037037,0.166666667,0.528888889,28.93021786,0.309525527,10.00239434
16230N2.cif,12.37,11.93487,0.792045,1485.28,0.786243,0.540122,0,0.526315789,0.315789474,0.105263158,0.052631579,2,0,0,0,40,0.666666667,0.157894737,0.501052632,12.05608295,0.142192447,2.190478685
16250N3.cif,24.43912,21.57176,0.139903,7286.11,6.63046,0.951516,1,0.6,0.365217391,0.034782609,0,0,0,0,0,95,0.688405797,0.034782609,0.10573913,32.72148523,3.465035775,45.08150484
16251N3.cif,13.46817,12.29168,0.279806,7283.55,3.05826,0.90766,1,0.6,0.365217391,0.034782609,0,0,0,0,0,189,0.684782609,0.034782609,0.10573913,62.20510893,0.701979927,33.12420924
16260N2.cif,13.527,12.98444,0.758254,825.15,0.816032,0.384518,0,0.375,0.46875,0.0625,0.0625,1,0.03125,0,0,49,0.340277778,0.125,0.405,8.872809375,0.168828828,1.30452886
16270N2.cif,24.32238,23.92011,0.52243,2317.61,1.39759,0.648012,0,0.567567568,0.378378378,0.054054054,0,0,0,0,0,163,0.646825397,0.054054054,0.164324324,19.26010972,0.49426952,9.626054002
16271N2.cif,32.3342,32.02224,0.438409,2454.64,1.76511,0.703967,0,0.574468085,0.382978723,0.042553191,0,0,0,0,0,211,0.651234568,0.042553191,0.129361702,14.88140781,0.639451456,8.771985637
16272N2.cif,39.21249,38.93275,0.355595,2794.1,2.2817,0.751296,0,0.578947368,0.385964912,0.035087719,0,0,0,0,0,259,0.654040404,0.035087719,0.106666667,17.7522341,0.606073919,8.585387161
16273N2.cif,27.58431,27.22939,0.52721,2211.38,1.4241,0.679423,0,0.567567568,0.324324324,0.054054054,0,0,0.054054054,0,0,175,0.694444444,0.054054054,0.164324324,16.85665528,0.386701506,6.974060396
16280C2.cif,41.11595,41.05854,0.283668,3056.27,2.99899,0.80628,0,0.540540541,0.378378378,0.054054054,0,0,0,0.027027027,0,145,0.604166667,0.081081081,0.24972973,16.60258944,1.607892087,18.23658482
16300N2.cif,32.27168,32.11652,0.361341,2429.29,2.21016,0.754853,0,0.571428571,0.380952381,0.047619048,0,0,0,0,0,94,0.652777778,0.047619048,0.144761905,12.04756363,1.295061167,12.71111617
16310N2.cif,9.70729,7.60702,0.48852,4361.74,1.5287,0.795617,0,0.5625,0.3625,0.05,0.025,2,0,0,0,119,0.661111111,0.075,0.238,30.18934851,0.346648284,12.14908999
16311N2.cif,9.3168,8.67349,0.489988,3859.01,1.53424,0.777907,0,0.551282051,0.346153846,0.076923077,0.025641026,3,0,0,0,113,0.656976744,0.102564103,0.322051282,28.52218066,0.222639723,7.229579763
16312N2.cif,18.55352,17.47396,0.338509,4349.22,2.4472,0.853151,0,0.555555556,0.351851852,0.074074074,0.018518519,4,0,0,0,79,0.658333333,0.092592593,0.288888889,49.00784214,0.504157396,21.31289266
16320N2.cif,22.85845,22.64663,0.594918,1711.5,1.19727,0.700647,0,0.529411765,0.352941176,0.058823529,0.058823529,1,0,0,0,70,0.648148148,0.117647059,0.381176471,21.9126351,0.399745344,10.9055845
16330N2.cif,23.65331,23.42859,0.477343,2261.09,1.56734,0.71808,0,0.5625,0.375,0.0625,0,0,0,0,0,70,0.648148148,0.0625,0.19,27.29371962,0.348906265,9.749659161
16331N2.cif,30.60553,30.41534,0.393362,2331.82,2.03756,0.762097,0,0.55,0.35,0.1,0,0,0,0,0,85,0.643939394,0.1,0.304,16.03755991,0.953328817,13.68983516
16332N3.cif,17.51716,13.42157,0.275377,5151,3.19242,0.904039,1,0.517241379,0.275862069,0.068965517,0.137931034,0.5,0,0,0,85,0.708333333,0.206896552,0.684137931,65.87853218,0.751085229,36.79277265
16340N2.cif,14.05373,12.59264,0.497826,3104.13,1.53459,0.79469,0,0.536585366,0.317073171,0.097560976,0.048780488,2,0,0,0,117,0.664772727,0.146341463,0.464390244,29.75115294,0.309150102,10.8683363
16350N2.cif,29.99816,29.80285,0.502317,1777.56,1.54186,0.765391,0,0.578947368,0.210526316,0,0.105263158,0,0.052631579,0,0.052631579,109,0.825757576,0.105263158,0.362105263,20.73310967,0.549045652,13.07219988
16351N2.cif,23.4697,23.24713,0.607177,1848.03,1.18354,0.705376,0,0.5,0.307692308,0,0.115384615,0,0.038461538,0,0.038461538,109,0.698717949,0.115384615,0.396923077,13.49527303,0.486999397,8.407379299
16360N2.cif,21.85709,21.61542,0.53333,2112.97,1.38706,0.691643,0,0.517241379,0.310344828,0.103448276,0.068965517,1.5,0,0,0,59.5,0.661111111,0.172413793,0.551724138,24.75352225,0.328167508,8.950043257
16361N2.cif,33.91137,33.75087,0.37311,2426.64,2.17995,0.776256,0,0.523809524,0.333333333,0.095238095,0.047619048,2,0,0,0,85,0.643939394,0.142857143,0.453333333,14.91550347,0.980760866,12.65486323
16370N2.cif,6.73972,6.02452,1.03186,1003.55,0.504253,0.431063,0,0.5,0.25,0.25,0,0,0,0,0,16,0.666666667,0.25,0.76,4.820607125,0.027485285,0.176026501
16380N2.cif,40.84931,40.70376,0.311083,2490.79,2.71143,0.806921,0,0.538461538,0.346153846,0.115384615,0,0,0,0,0,106,0.630952381,0.115384615,0.350769231,12.24170201,1.295893749,11.89413999
16381N2.cif,31.20946,31.02175,0.384282,2370.73,2.07827,0.762661,0,0.571428571,0.380952381,0.047619048,0,0,0,0,0,94,0.652777778,0.047619048,0.144761905,15.76447945,0.716790414,9.891632093
16390N2.cif,17.83727,16.65965,0.39048,3762.7,2.07759,0.858643,0,0.588235294,0.333333333,0.039215686,0,0,0.039215686,0,0,85,0.708333333,0.039215686,0.119215686,42.01544745,0.516575474,21.73545593
16400N2.cif,27.21938,26.57139,0.42372,2912,1.87411,0.812829,0,0.542857143,0.285714286,0,0.114285714,0,0,0,0.057142857,169,0.74122807,0.114285714,0.393142857,36.23460613,0.272799197,10.1685572
16410C2.cif,10.55425,10.03477,0.933073,1333.28,0.619244,0.439965,0,0.509433962,0.377358491,0.056603774,0.037735849,1.5,0,0.018867925,0,95.5,0.589506173,0.113207547,0.357735849,8.661006945,0.219120513,2.327017901
